Sales_ID,Date,Product_ID,Distributor_ID,Customer_ID,Units_Sold,Revenue,Target,Profit,Defect_Rate_%,Return_%,On_time_Delivery_%
S000303,2023-11-13,P0045,D0269,C00427,96,9940,25234,7582,3.43,1.59,80.21
S000304,2024-11-11,P0122,D0187,C00818,92,37988,58679,5849,4.89,3.95,99.52
S000305,2023-11-05,P0147,D0006,C00828,330,25776,31748,2507,9.39,1.01,85.23
S000306,2024-08-17,P0055,D0110,C00240,328,32745,58007,3405,0.24,2.93,95.91
S000307,2024-09-25,P0100,D0138,C00059,436,20005,23322,5262,0.78,4.3,97.74
S000308,2023-12-19,P0173,D0051,C00527,175,38907,35729,8165,1.97,4.17,83.15
S000309,2024-05-20,P0136,D0051,C00797,225,32702,7947,1456,3.85,0.14,83.98
S000310,2025-06-23,P0119,D0087,C00203,315,1721,1843,7759,4.71,1.39,87.65
S000311,2024-03-03,P0053,D0068,C00749,175,42911,50145,2353,0.37,3.57,90.08
S000312,2025-04-28,P0183,D0084,C00466,56,35649,27216,9227,8.83,3.7,90.69
S000313,2025-05-31,P0032,D0042,C00296,497,22565,54292,1222,7.59,2.41,87.71
S000314,2024-02-21,P0051,D0219,C00287,269,19704,51276,6617,2.68,1.01,91.72
S000315,2024-12-23,P0044,D0057,C00073,428,40718,56714,7658,2.57,1.4,94.72
S000316,2023-12-25,P0082,D0226,C00726,35,10968,54863,1609,0.26,4,94
S000317,2024-07-15,P0198,D0196,C00523,119,16098,44269,9002,3.99,0.96,80.6
S000318,2024-01-09,P0146,D0248,C00337,371,9890,50916,1093,2.54,4.71,91.87
S000319,2024-09-14,P0150,D0166,C00737,413,1621,43660,154,6.18,2.5,94.25
S000320,2024-11-21,P0037,D0062,C00318,56,30657,44299,9932,5.48,1.42,84.01
S000321,2024-09-07,P0096,D0263,C00203,389,17843,55727,6829,9.57,1.95,92.07
S000322,2024-05-26,P0056,D0112,C00231,451,26660,8403,3275,7.95,1.28,82.22
S000323,2024-12-19,P0105,D0253,C00904,309,25875,22013,1856,0.81,1.92,93.3
S000324,2024-04-08,P0059,D0199,C00563,357,16698,59436,6259,7.04,0.65,92.41
S000325,2025-06-10,P0131,D0178,C00057,376,27006,2604,5628,1.07,4.12,84.82
S000326,2024-11-12,P0156,D0026,C00644,316,25525,43229,6272,3.23,4.82,97.51
S000327,2024-08-07,P0035,D0246,C00420,105,39143,13862,9067,5.55,3.3,96.13
S000328,2023-10-18,P0189,D0019,C00915,390,24696,46292,6199,4.96,4.04,94.78
S000329,2025-06-11,P0093,D0265,C00280,176,32310,12594,8647,6.93,1.14,89.19
S000330,2024-02-02,P0182,D0020,C00809,106,27964,7506,663,8.1,0.31,84.54
S000331,2024-04-08,P0191,D0106,C00305,80,6925,34298,2494,8.29,3.14,95.64
S000332,2025-08-13,P0097,D0237,C00466,163,32122,3790,2992,0.58,4.09,84.29
S000333,2024-07-02,P0135,D0246,C00737,402,40199,51404,1626,6.42,4.17,89.74
S000334,2023-12-19,P0076,D0081,C00174,267,34756,37709,4220,9.61,2.66,87.57
S000335,2025-07-18,P0049,D0150,C00804,51,25789,55780,4287,7.55,3.11,84.04
S000336,2025-05-16,P0094,D0010,C00266,377,17915,13414,6108,5.2,1.84,92.29
S000337,2025-07-01,P0159,D0224,C00247,279,3917,26233,9853,9.99,4.15,99.64
S000338,2024-07-04,P0186,D0264,C00078,303,7885,50009,3119,0.44,3.49,89.53
S000339,2024-08-01,P0189,D0149,C00647,75,37387,43824,4797,0.88,0.93,89.99
S000340,2024-04-13,P0024,D0278,C00652,443,11410,22617,5906,7.68,1.4,87.45
S000341,2025-04-14,P0148,D0274,C00854,441,30209,56538,3044,5.5,0.76,84.57
S000342,2023-12-15,P0037,D0194,C00253,349,14574,43128,6639,1.24,2.53,85.65
S000343,2025-05-16,P0004,D0172,C00475,127,32521,6792,4091,3.75,1.01,97.52
S000344,2023-11-30,P0108,D0265,C00176,246,30061,33723,8833,0.64,0.79,98.96
S000345,2025-06-06,P0126,D0026,C00421,312,40332,19870,7769,5.26,0.8,96.52
S000346,2024-10-20,P0020,D0026,C00971,234,31805,49465,1253,1.04,1.33,80.53
S000347,2025-03-21,P0188,D0034,C00932,155,36828,44415,1272,0.07,4.05,92.16
S000348,2025-03-18,P0152,D0264,C00572,73,15826,15924,9591,3.22,4.69,90.99
S000349,2025-06-12,P0050,D0138,C00461,419,48999,49295,3832,2.34,4.98,95.5
S000350,2023-11-17,P0177,D0183,C00864,439,31779,20227,7819,3.62,0.2,95.61
S000351,2024-05-10,P0179,D0242,C00254,137,36292,41557,3367,3.5,2.84,88.76
S000352,2025-05-11,P0096,D0054,C00520,274,13607,27306,4604,6.3,1.33,85.75
S000353,2025-08-02,P0105,D0168,C00903,44,46712,45771,5855,6.8,4.94,81.95
S000354,2024-01-14,P0164,D0119,C00107,247,46883,29618,170,1.27,4.92,92.23
S000355,2024-07-22,P0117,D0143,C00171,149,2100,20622,1322,4.89,4.67,85.47
S000356,2025-04-05,P0098,D0081,C00058,56,9310,57852,4740,8.89,0.07,99.29
S000357,2023-12-30,P0066,D0245,C00337,176,44728,39052,5014,1.48,0.77,80.93
S000358,2023-12-13,P0079,D0062,C00342,356,39069,3689,701,9.67,2.76,99.29
S000359,2023-10-25,P0162,D0046,C00942,257,25201,45293,1588,0.19,0.94,89.92
S000360,2023-10-18,P0164,D0087,C00290,411,48740,15899,5080,1,4.27,92.13
S000361,2024-10-12,P0006,D0099,C00084,301,10233,37100,1911,1.78,3.5,91.67
S000362,2024-08-23,P0039,D0295,C00117,63,45095,51350,5930,4.7,0.92,95.05
S000363,2023-12-24,P0170,D0053,C00712,314,1496,7954,5787,2.99,4.09,81.82
S000364,2025-05-12,P0115,D0192,C00534,424,31443,41031,100,4.18,2.49,97.76
S000365,2024-08-08,P0186,D0080,C00219,63,5174,26956,4744,9.41,3.55,95.82
S000366,2025-01-30,P0125,D0016,C00738,294,6530,32089,6005,3.41,0.7,97
S000367,2024-03-23,P0012,D0194,C00917,29,16098,40818,5461,8.48,2.59,89.71
S000368,2024-05-31,P0131,D0141,C00783,40,45092,49848,2281,0.73,3.88,93.96
S000369,2024-02-11,P0018,D0108,C00901,147,29114,22645,5064,8.12,1.73,89.15
S000370,2025-07-03,P0040,D0265,C00102,88,35421,14057,5291,9.02,0.93,82.61
S000371,2025-04-30,P0021,D0290,C00657,56,41014,43150,4716,2.85,3.2,86.04
S000372,2024-03-17,P0143,D0209,C00456,300,47828,8870,9200,5.47,3.22,85.57
S000373,2025-07-05,P0099,D0165,C00659,193,31534,18726,2022,1.87,1.02,83.32
S000374,2024-06-13,P0026,D0152,C00773,100,47567,51806,2086,0.91,0.35,84.83
S000375,2024-10-05,P0008,D0290,C00791,215,17627,5753,7914,7.7,0.83,89.97
S000376,2024-12-09,P0100,D0268,C00851,141,19639,8136,4142,6.3,1.38,88.44
S000377,2024-06-16,P0087,D0151,C00526,414,7999,56133,7039,7.52,0.18,86.58
S000378,2024-11-19,P0042,D0207,C00266,49,47166,28982,600,4.4,4.61,98.13
S000379,2025-06-07,P0172,D0255,C00287,499,27250,26564,9623,2.5,1.15,95.57
S000380,2025-07-08,P0014,D0141,C00141,115,40511,45505,9918,4.27,3.69,80.05
S000381,2023-12-06,P0078,D0096,C00895,229,3692,49768,1327,0.65,2.07,91.41
S000382,2024-11-14,P0002,D0227,C00406,252,7073,50149,2155,2.84,2.51,94
S000383,2025-01-14,P0119,D0193,C00293,75,41998,51229,2255,2.98,2.68,81.07
S000384,2025-08-01,P0037,D0118,C00935,191,4247,1121,2670,7.15,3.86,82.28
S000385,2023-10-11,P0069,D0005,C00906,199,24005,53347,9688,0.53,3.94,85.57
S000386,2024-07-29,P0166,D0243,C00031,163,18999,3214,4581,2.45,0.71,92.28
S000387,2025-04-11,P0041,D0021,C00171,139,1019,53143,7576,2.77,1.52,98.46
S000388,2024-02-09,P0062,D0152,C00355,49,15160,42793,3069,5.51,2.87,89.72
S000389,2025-05-11,P0060,D0128,C00205,363,48378,35837,7985,2.45,1.65,99.65
S000390,2023-11-29,P0125,D0124,C00478,367,21155,55547,5210,1.32,0.66,98.73
S000391,2024-05-23,P0111,D0146,C00994,115,41089,11076,5823,2.58,2.04,92.75
S000392,2024-03-01,P0014,D0277,C00932,168,40374,13248,3689,4.22,1.09,89.16
S000393,2023-09-28,P0084,D0152,C00291,496,41344,2962,5231,5.25,0.72,93.63
S000394,2024-07-04,P0130,D0111,C00111,277,33398,21407,1373,0.37,1.52,95.82
S000395,2023-11-06,P0070,D0116,C00068,47,49605,25983,7644,3.1,1.5,98.86
S000396,2025-08-31,P0145,D0188,C00695,259,41596,30153,3810,7.64,0.49,95.07
S000397,2024-12-08,P0123,D0057,C00373,414,13706,7442,8328,5.98,2.92,87.83
S000398,2024-10-16,P0089,D0251,C00196,216,5741,56572,3040,4.56,1.57,89.87
S000399,2024-03-24,P0028,D0150,C00126,230,31323,48919,520,4.53,0.87,80.94
S000400,2025-02-17,P0066,D0162,C00687,127,26444,19753,3179,3.69,4.09,80.57
S000401,2024-08-18,P0163,D0120,C00262,323,49330,27738,4939,3.42,0.01,85.63
S000402,2024-11-17,P0005,D0070,C00887,318,29566,19703,2519,4.01,2.27,96.12
S000403,2024-09-07,P0193,D0099,C00924,421,38355,53391,2380,8.69,2.17,86.38
S000404,2024-10-11,P0168,D0167,C00798,225,23822,41724,2434,4.69,3.36,82.34
S000405,2025-05-16,P0184,D0298,C00155,150,43129,6555,9029,6.69,1.95,87.12
S000406,2025-02-28,P0164,D0151,C00581,287,39125,2892,1518,8.08,2.56,86.11
S000407,2025-04-19,P0045,D0002,C00108,46,10982,40175,4647,4.32,4.54,99.79
S000408,2023-12-20,P0151,D0152,C00423,460,42383,11489,6900,8.39,0.84,99.43
S000409,2024-06-07,P0047,D0065,C00035,301,36823,47541,2141,9.93,0.53,94.74
S000410,2025-02-10,P0031,D0069,C00871,14,19587,16213,9354,5.04,3.73,96.58
S000411,2025-08-09,P0139,D0121,C00044,121,11175,48542,3668,4.03,3.71,85.08
S000412,2025-05-16,P0010,D0109,C00655,396,33185,53990,471,8.06,4.6,90.75
S000413,2023-11-16,P0195,D0247,C00723,375,19341,24893,9294,6.49,4.92,99.97
S000414,2025-01-08,P0118,D0093,C00990,191,46298,2489,7677,6.13,1.92,86.46
S000415,2025-04-03,P0014,D0268,C00998,475,16787,30753,5475,8.86,1.89,99.72
S000416,2025-09-15,P0080,D0103,C00416,333,2789,27628,2623,6.49,4.52,83.77
S000417,2024-05-10,P0093,D0112,C01000,344,16307,37777,6454,6.42,4.3,92.4
S000418,2024-04-07,P0010,D0062,C00285,166,1584,16982,4600,2.07,1.88,95.64
S000419,2023-10-12,P0076,D0300,C00447,117,39946,27476,5750,6.88,0.38,91.86
S000420,2024-03-13,P0094,D0136,C00518,431,37958,2821,1518,9.13,2.91,86.18
S000421,2023-11-27,P0105,D0055,C00730,124,48323,28486,3301,5.76,1.34,96.28
S000422,2025-08-07,P0001,D0108,C00027,54,31332,13552,6268,9.03,4.54,84.03
S000423,2025-06-15,P0133,D0258,C00227,439,10400,18656,8918,3.4,4.03,88.61
S000424,2024-02-17,P0020,D0253,C00796,304,49164,31814,1921,0.43,4.5,85.59
S000425,2024-04-01,P0008,D0222,C00901,457,44782,43846,4407,4.45,0.4,89.91
S000426,2024-12-31,P0171,D0167,C00425,456,12885,12058,3061,0.04,4.32,87.75
S000427,2024-04-03,P0001,D0160,C00568,357,28023,9888,1746,1.55,2.97,83.58
S000428,2024-11-26,P0057,D0166,C00368,271,22169,54988,7615,1.91,1.08,94.84
S000429,2024-08-27,P0064,D0205,C00310,199,26741,11556,2735,5.34,1.51,83.53
S000430,2024-06-12,P0118,D0267,C00848,216,14280,21598,2443,9.5,2.28,90.91
S000431,2023-11-03,P0028,D0138,C00105,113,15469,51921,8284,0.2,3.14,96.09
S000432,2023-11-22,P0121,D0248,C00018,16,16804,20225,5609,2.37,1.16,89.67
S000433,2023-10-02,P0107,D0055,C00205,216,38524,44209,9301,9.69,1.04,97.74
S000434,2024-08-15,P0165,D0209,C00043,427,7025,25325,5108,8.82,4.46,88.58
S000435,2025-03-11,P0175,D0017,C00089,135,8455,45084,3318,8.35,4.23,99.41
S000436,2025-09-05,P0165,D0068,C00586,43,11497,36132,6098,0.92,3.83,80.5
S000437,2023-10-05,P0049,D0133,C00157,252,2062,29320,5823,6.44,3.8,95.82
S000438,2024-10-25,P0120,D0188,C00266,284,29976,6363,3840,2.03,3.83,94.16
S000439,2025-05-28,P0044,D0138,C00134,322,43807,17300,5076,6.51,4.62,92.22
S000440,2024-07-24,P0056,D0174,C00464,98,26101,2117,6169,4.28,4.22,85.92
S000441,2025-01-24,P0156,D0097,C00601,60,10574,33295,4138,6.36,1.94,92.21
S000442,2025-01-14,P0111,D0171,C00748,230,48481,8447,6198,4.29,2.36,91.89
S000443,2024-01-14,P0134,D0154,C00132,384,22352,18196,3934,9.08,3.02,82.99
S000444,2024-06-15,P0108,D0183,C00741,131,7066,33805,7787,0.25,2.38,97.6
S000445,2024-05-12,P0189,D0242,C00034,385,30661,3460,2984,1.92,1.48,90.69
S000446,2023-10-14,P0148,D0285,C00083,159,22784,54490,1422,8.33,4.31,81.78
S000447,2024-03-05,P0114,D0027,C00929,312,39452,55635,2709,7.37,4.02,87.83
S000448,2024-04-14,P0078,D0060,C00132,471,29682,48054,824,1.86,1.95,84.33
S000449,2024-05-05,P0130,D0202,C00428,84,11914,21103,2511,1.21,0.57,83.37
S000450,2024-01-14,P0037,D0250,C00866,208,40606,57383,9607,3.11,0.02,98.93
S000451,2023-11-21,P0020,D0069,C00204,174,35755,10046,9704,4.82,0.46,93.5
S000452,2024-05-22,P0026,D0021,C00799,288,5067,45906,4948,0.47,0.77,86.03
S000453,2025-05-20,P0029,D0152,C00336,81,37872,11440,9846,8.46,3.29,93.57
S000454,2024-10-12,P0001,D0102,C00962,18,13315,36122,525,5.21,1.1,96.06
S000455,2025-09-08,P0119,D0095,C00497,196,48926,5042,7197,9.19,3.17,86.34
S000456,2024-03-10,P0035,D0229,C00442,291,9877,50326,8049,3.26,1.64,99.7
S000457,2024-09-09,P0198,D0125,C00828,360,33207,45023,8595,0.49,4.48,97.63
S000458,2023-12-13,P0059,D0258,C00258,356,24038,16329,7083,8.71,2.35,95.94
S000459,2023-09-26,P0069,D0236,C00292,279,13869,56892,8395,1.5,3.36,94.3
S000460,2025-03-04,P0161,D0162,C00966,463,13058,50823,7598,3.36,2.3,80.77
S000461,2025-02-22,P0179,D0042,C00125,397,12017,34461,8655,4.64,4.56,80.45
S000462,2024-11-21,P0012,D0276,C00956,462,4734,9739,7633,4.92,3.44,83.3
S000463,2025-07-19,P0020,D0068,C00663,254,24188,6976,4762,0.23,3.21,98.34
S000464,2025-01-14,P0181,D0173,C00871,142,4500,34890,2947,5.27,2.96,84.35
S000465,2024-01-15,P0043,D0125,C00759,165,27626,53449,5967,0.77,4.94,94.02
S000466,2023-10-02,P0126,D0170,C00175,5,46098,54138,2823,3.27,3.42,99.6
S000467,2024-11-11,P0050,D0047,C00884,251,6730,52748,9400,9.75,3.77,98.75
S000468,2024-11-18,P0029,D0261,C00492,150,4261,5368,5438,2.8,0.41,88.01
S000469,2024-03-15,P0185,D0217,C00869,28,46097,4023,1997,8.13,4.07,93.62
S000470,2024-05-21,P0039,D0124,C00814,237,5825,9975,4920,5.1,2.98,95.19
S000471,2025-08-10,P0184,D0293,C00080,132,2981,26785,814,2.02,1.68,90.99
S000472,2024-03-01,P0171,D0162,C00619,306,18031,42899,2972,7.22,2.91,90.46
S000473,2024-11-11,P0178,D0201,C00812,358,16876,48664,6031,5.55,3.13,84.47
S000474,2024-09-01,P0151,D0275,C00915,285,2982,51680,1302,5.33,1.3,93.52
S000475,2024-11-14,P0172,D0206,C00305,293,6255,50245,6184,0.3,2.19,85.88
S000476,2024-01-15,P0038,D0040,C00510,163,11749,10522,191,3.34,3.61,86.17
S000477,2024-10-21,P0084,D0273,C00344,404,31214,43721,1623,7.35,1.13,85.31
S000478,2024-06-14,P0151,D0188,C00570,419,29708,40428,5869,7.96,4.18,81.32
S000479,2024-04-23,P0128,D0093,C00091,227,3019,15176,4079,8.15,0.39,96.87
S000480,2025-02-25,P0126,D0042,C00647,468,38442,22433,8460,0.37,2.91,97.26
S000481,2024-02-19,P0045,D0107,C00862,130,41839,19605,6344,1.63,1.9,94.48
S000482,2024-05-30,P0052,D0065,C00169,372,7980,20126,9611,9.86,0.27,98.55
S000483,2025-05-25,P0080,D0135,C00334,58,44524,2096,7252,1.55,3.87,92.63
S000484,2025-02-03,P0178,D0024,C00634,146,10212,25575,2340,2.13,2.73,92.79
S000485,2024-04-16,P0124,D0028,C00236,478,48982,30840,9161,8.03,3.58,97.75
S000486,2024-01-14,P0119,D0062,C00399,362,26657,55155,7206,3.93,1.9,84.17
S000487,2024-02-02,P0008,D0273,C00588,312,24486,47743,1074,1.16,4.3,88.71
S000488,2024-12-23,P0085,D0229,C00821,122,23375,19487,6471,1.25,0.42,94.08
S000489,2024-11-03,P0129,D0020,C00477,192,43982,52894,4556,0.84,1.17,85.37
S000490,2025-02-02,P0008,D0003,C00535,245,21592,5729,2328,1.81,3.97,84.57
S000491,2024-01-01,P0157,D0218,C00845,477,33203,16229,2658,4.97,4.77,97.97
S000492,2024-05-05,P0096,D0136,C00585,103,37443,38067,1420,0.15,4.23,99.92
S000493,2024-11-11,P0102,D0003,C00088,379,35547,21046,9871,1.17,1.15,87.73
S000494,2024-09-07,P0005,D0193,C00615,436,27395,41975,7304,9.07,1.74,84.73
S000495,2024-04-07,P0086,D0073,C00606,250,38305,50277,7350,8.77,3.83,88.09
S000496,2023-12-05,P0175,D0118,C00961,22,18257,32185,2015,8.33,4.73,86.08
S000497,2023-10-08,P0034,D0154,C00828,477,45610,48893,8548,7.06,1.45,96.44
S000498,2025-05-11,P0193,D0209,C00778,60,30817,23381,1340,6.62,1.93,98.02
S000499,2025-04-02,P0055,D0034,C00253,238,22150,49555,2669,2.76,0.11,87.82
S000500,2025-08-16,P0119,D0137,C00358,394,20812,45382,9041,3.35,2.52,91.99
S000501,2024-10-07,P0171,D0120,C00058,340,46750,55826,3422,2.36,0.44,81.58
S000502,2024-10-17,P0158,D0115,C00943,384,22988,5174,4852,9.8,0.43,89.24
S000503,2024-06-08,P0114,D0013,C00399,336,12108,12764,6563,6.34,3.81,80.14
S000504,2025-09-04,P0145,D0069,C00521,134,10219,59132,9025,9.66,1.72,93.42
S000505,2024-02-16,P0026,D0257,C00525,337,25696,22882,6654,2.72,4.68,83.52
S000506,2025-06-04,P0136,D0089,C00919,262,26317,40175,7797,6.21,3.58,97.56
S000507,2025-09-09,P0047,D0047,C00417,342,4881,36120,4423,7.59,1.47,92.6
S000508,2025-07-27,P0113,D0260,C00393,338,43469,43471,1359,0.95,3.41,98.56
S000509,2025-09-14,P0076,D0228,C00643,480,43202,7883,2513,6.67,4.33,98.76
S000510,2024-12-27,P0072,D0180,C00222,412,24829,5220,3005,1.69,2.18,83.38
S000511,2024-05-07,P0089,D0010,C00329,42,21736,54989,2654,3.28,2.81,90.26
S000512,2025-02-24,P0046,D0284,C00372,74,12109,29293,7543,7.16,1.09,83.91
S000513,2024-07-15,P0196,D0126,C00511,297,24443,25656,3804,4.4,2.01,89.06
S000514,2024-10-16,P0033,D0134,C00153,319,6649,57167,3502,9.21,2.9,89
S000515,2024-08-27,P0001,D0155,C00893,22,45741,43604,4382,2.41,3.08,94.71
S000516,2024-01-16,P0147,D0248,C00879,220,28211,1174,5756,1.54,3.6,99.52
S000517,2024-09-03,P0031,D0140,C00984,79,22392,59019,7135,3.37,4.79,92.58
S000518,2025-05-22,P0142,D0176,C00480,235,8317,49252,1628,8.52,4.19,96.32
S000519,2024-11-11,P0053,D0174,C00583,157,12031,42307,950,8.47,4.26,88.07
S000520,2023-11-13,P0048,D0074,C00932,327,14963,11104,4774,3.69,2.79,81.46
S000521,2024-11-10,P0069,D0143,C00857,114,33003,26966,4509,8.1,0.72,90.29
S000522,2024-08-27,P0105,D0292,C00020,290,6508,51710,3395,0.78,3.18,98.08
S000523,2023-11-05,P0090,D0112,C00593,96,38785,18822,4626,0.08,2.03,84.81
S000524,2024-04-15,P0190,D0206,C00950,130,9122,3925,9671,8.65,0.16,85.26
S000525,2024-01-22,P0194,D0131,C00228,410,25509,7986,1515,8.74,0.97,82.1
S000526,2024-11-27,P0192,D0110,C00346,109,45036,32293,2369,1.43,3.8,99.94
S000527,2023-11-13,P0198,D0067,C00019,75,26497,5819,7370,2.98,3.16,88.29
S000528,2024-08-09,P0063,D0086,C00444,473,15418,6371,2907,8.51,4.89,85.98
S000529,2025-09-01,P0073,D0275,C00677,275,44159,5703,3708,0.84,4.62,98.54
S000530,2025-02-06,P0161,D0227,C00368,381,5062,12984,7933,8.63,2.97,96.22
S000531,2024-04-30,P0169,D0010,C00899,20,47814,24096,7705,5.75,0.77,97.54
S000532,2024-03-02,P0089,D0288,C00619,161,8348,23761,2913,6.57,1.68,99.01
S000533,2024-10-18,P0176,D0112,C00889,209,41710,17741,6970,5.95,1.17,97.14
S000534,2023-10-24,P0013,D0024,C00860,372,8945,20781,7436,5.83,2.35,99.71
S000535,2024-04-04,P0073,D0291,C00726,94,2493,10280,5811,1.85,4,92.79
S000536,2024-01-22,P0077,D0168,C00751,82,13699,1292,2219,2.36,4.11,84.82
S000537,2023-12-15,P0159,D0109,C00147,352,18981,6443,5185,5.8,0.89,83.34
S000538,2024-06-15,P0068,D0190,C00693,104,36196,10182,8747,4.01,2.75,92.05
S000539,2024-05-23,P0098,D0196,C00504,237,12187,45362,5688,5.41,3.38,87.18
S000540,2024-03-24,P0125,D0033,C00430,260,48893,3576,6840,2.53,1.98,82.62
S000541,2024-07-29,P0102,D0205,C00848,160,17696,40046,2984,4.64,4.53,95.95
S000542,2025-08-16,P0132,D0182,C00440,403,32583,1819,1038,1.43,1.8,87
S000543,2024-06-03,P0102,D0147,C00198,387,11634,45450,9976,0.38,2.45,88.9
S000544,2024-04-24,P0019,D0268,C00997,486,29557,21609,5840,9.51,2.93,92.24
S000545,2024-04-05,P0198,D0011,C00287,348,40454,53772,3509,7.23,2.14,88.04
S000546,2024-10-30,P0082,D0070,C00565,61,1003,25313,2185,4.98,4.82,97.33
S000547,2024-02-15,P0141,D0256,C00369,38,40829,7712,2466,5.51,3.8,99.65
S000548,2024-06-06,P0023,D0219,C00240,118,42845,15857,6883,5.11,4.15,87.71
S000549,2025-08-09,P0083,D0297,C00802,390,13380,28083,239,8.99,3.76,83.57
S000550,2023-12-02,P0109,D0259,C00287,312,22602,22072,7515,7.74,2.94,85.56
S000551,2024-10-02,P0075,D0003,C00700,168,3380,28565,7161,3.25,0.14,93.48
S000552,2024-11-17,P0129,D0084,C00395,377,18619,49729,5990,2.18,3.82,81.65
S000553,2025-02-06,P0088,D0156,C00996,337,8762,49004,526,0.67,3.06,93.49
S000554,2025-05-14,P0054,D0151,C00518,362,28854,52076,3002,1.48,0.4,90.55
S000555,2025-08-24,P0199,D0176,C00795,376,46682,6751,2117,4.9,0.59,80.91
S000556,2025-07-12,P0089,D0195,C00775,69,12225,30285,1318,2.03,2.41,88.21
S000557,2024-12-05,P0143,D0107,C00561,83,46628,6614,2012,3.12,4.26,84.61
S000558,2024-05-13,P0065,D0134,C00864,235,36171,38402,6888,1.33,2.77,82.6
S000559,2023-09-29,P0076,D0276,C00712,42,39789,21740,4736,9.23,4.6,98.82
S000560,2025-04-01,P0199,D0155,C00060,99,40502,21028,9744,0.34,4.08,85.82
S000561,2025-09-18,P0143,D0277,C00545,470,13483,4207,1817,3.52,3.15,89.88
S000562,2023-10-10,P0149,D0236,C00303,472,25837,50054,2299,2.58,1.57,92.24
S000563,2023-09-30,P0147,D0240,C00244,458,3369,3656,3274,0.08,4.26,92.58
S000564,2024-06-06,P0060,D0013,C00684,130,3467,18634,1528,9.29,3.3,87.63
S000565,2023-12-10,P0093,D0035,C00207,28,33241,43772,1411,3.14,2.76,85.39
S000566,2025-05-01,P0161,D0047,C00375,233,43894,27418,9038,5.02,2.5,91.3
S000567,2024-04-08,P0049,D0214,C00283,229,14607,15158,6376,5.83,1.06,95.89
S000568,2024-10-23,P0035,D0146,C00478,117,35027,50379,7669,6.1,0.08,97.9
S000569,2025-04-14,P0172,D0159,C00022,401,46736,37666,3206,4.6,3.58,91.83
S000570,2025-04-19,P0102,D0125,C00559,326,35822,16096,8137,5.94,4.6,90.58
S000571,2025-02-03,P0011,D0110,C00349,107,17917,27881,3014,7.52,0.92,99.32
S000572,2024-08-29,P0099,D0037,C00489,379,35887,31109,853,9.52,4.67,84.06
S000573,2024-02-05,P0200,D0277,C00944,325,18907,20257,583,6.57,0.36,80.34
S000574,2025-05-13,P0110,D0014,C00670,295,44625,45251,7912,4.62,2.76,89.85
S000575,2025-05-18,P0074,D0232,C00258,391,44146,33720,487,4.45,0.58,81.16
S000576,2023-12-07,P0194,D0124,C00655,160,20841,59603,8836,7.1,4.45,81.18
S000577,2024-06-26,P0174,D0279,C00047,4,36357,38907,3006,6.27,0.52,80.66
S000578,2025-05-05,P0009,D0111,C00027,149,38187,7567,3065,4.2,1.26,92.37
S000579,2023-12-22,P0003,D0124,C00967,234,8092,40324,2846,3.36,4.03,92.52
S000580,2024-02-28,P0085,D0030,C00027,254,40512,4460,7278,9.93,3.44,85.11
S000581,2024-02-23,P0026,D0115,C00981,416,35708,27968,4776,7.67,1.94,89
S000582,2024-03-02,P0072,D0090,C00397,248,21120,36282,1261,2.07,4.18,88.38
S000583,2024-05-15,P0048,D0212,C00951,338,20271,38052,4326,2.92,3.18,89.86
S000584,2024-02-16,P0194,D0038,C00145,353,47468,31312,9950,8.94,1.3,83.99
S000585,2025-05-31,P0198,D0083,C00587,398,6357,29015,4561,6.61,3.7,96.25
S000586,2025-02-13,P0156,D0027,C00699,70,26563,6504,520,3.11,1.67,85.76
S000587,2023-10-05,P0117,D0217,C00522,203,2345,23446,4619,3.64,4.08,86.53
S000588,2025-08-02,P0154,D0215,C00121,302,10978,20553,5974,3.79,3.91,93.01
S000589,2025-04-08,P0153,D0221,C00801,148,14616,56565,2309,1.86,1.54,99.63
S000590,2024-10-21,P0012,D0015,C00462,221,10223,18048,1285,5.11,0.52,84.09
S000591,2024-02-28,P0133,D0259,C00677,186,33737,22721,5030,7.66,4.1,87.16
S000592,2024-02-01,P0048,D0266,C00382,355,10422,48817,1919,5.64,1.82,87.49
S000593,2025-04-23,P0037,D0120,C00776,336,9602,51335,7496,6.56,1.63,90.58
S000594,2024-02-03,P0044,D0128,C00673,48,11497,47571,1030,5.95,0.09,96.7
S000595,2025-05-17,P0015,D0211,C00903,263,24597,30100,1453,0.59,3.63,94.51
S000596,2023-11-07,P0043,D0011,C00418,296,48229,15911,756,1.88,1.37,84.11
S000597,2025-09-06,P0176,D0176,C00327,315,4092,40507,6529,3.5,2.18,94.25
S000598,2023-10-29,P0087,D0133,C00391,292,3591,3632,1305,8.89,4.5,82.52
S000599,2024-11-05,P0070,D0014,C00297,172,36270,49699,2967,3.49,0.63,83.84
S000600,2025-06-28,P0046,D0050,C00630,364,9853,4065,8747,3.27,0.19,87.88
S000601,2024-04-08,P0108,D0072,C00996,31,26805,35657,5114,0.81,2.8,86.9
S000602,2024-07-21,P0123,D0069,C00823,170,20476,47046,4470,9.72,3.5,97.4
S000603,2024-01-05,P0171,D0016,C00775,44,8061,48762,2590,7.79,2.64,99.94
S000604,2024-02-01,P0021,D0056,C00084,427,17161,28694,974,7.66,1.7,84.06
S000605,2024-07-30,P0151,D0105,C00146,43,2673,46278,4263,3.84,1.81,93.15
